0,10,1-20,1+1+1+4+4+2,balanced,600
1,10,1-20,1+1+1+8+4+2,affinity,600
2,10,1-20,1+1+1+8+2+1,more-affinity,600
3,10,1-20,1+1+1+10+1+1,max-affinity,600
4,10,1-20,1+1+1+4+8+4,specificity,600
5,10,11-30,1+1+1+4+4+2,balanced,600
6,10,11-30,1+1+1+8+4+2,affinity,600
7,10,11-30,1+1+1+8+2+1,more-affinity,600
8,10,11-30,1+1+1+10+1+1,max-affinity,600
9,10,11-30,1+1+1+4+8+4,specificity,600
